ID,DATASET,POSITION,MEAN,VARIANCE
DATA_0003_POS_0026,3,26,-0.0391,
DATA_0003_POS_0027,3,27,0.4437,
DATA_0003_POS_0028,3,28,0.5043,
DATA_0003_POS_0029,3,29,0.7864,
DATA_0003_POS_0030,3,30,0.5056,
DATA_0003_POS_0031,3,31,0.6444,
DATA_0003_POS_0032,3,32,0.0767,
DATA_0003_POS_0033,3,33,-0.0012,
DATA_0003_POS_0034,3,34,0.2392,
DATA_0003_POS_0035,3,35,-0.104,
DATA_0003_POS_0036,3,36,-0.1414,
DATA_0003_POS_0037,3,37,0.0892,
DATA_0003_POS_0038,3,38,-0.3391,
DATA_0003_POS_0039,3,39,-0.2407,
DATA_0003_POS_0040,3,40,0.3221,
DATA_0003_POS_0041,3,41,-0.3043,
DATA_0003_POS_0042,3,42,-0.0952,
DATA_0003_POS_0043,3,43,-0.1889,
DATA_0003_POS_0044,3,44,-0.1968,
DATA_0003_POS_0045,3,45,0.0213,
DATA_0003_POS_0046,3,46,0.2783,
DATA_0003_POS_0047,3,47,0.4419,
DATA_0003_POS_0048,3,48,0.0814,
DATA_0003_POS_0049,3,49,0.3007,
DATA_0003_POS_0050,3,50,-0.0697,
DATA_0003_POS_0051,3,51,0.2526,
DATA_0003_POS_0052,3,52,0.4722,
DATA_0003_POS_0053,3,53,0.0493,
DATA_0003_POS_0054,3,54,0.5052,
DATA_0003_POS_0055,3,55,-0.4437,
DATA_0003_POS_0056,3,56,-0.2227,
DATA_0003_POS_0057,3,57,-0.3979,
DATA_0003_POS_0058,3,58,-0.1508,
DATA_0003_POS_0059,3,59,-0.6325,
DATA_0003_POS_0060,3,60,-0.5375,
DATA_0003_POS_0061,3,61,-0.5908,
DATA_0003_POS_0062,3,62,-0.7547,
DATA_0003_POS_0063,3,63,0.2936,
DATA_0003_POS_0064,3,64,-0.0124,
DATA_0003_POS_0065,3,65,0.0125,
DATA_0003_POS_0066,3,66,0.0538,
DATA_0003_POS_0067,3,67,0.0859,
DATA_0003_POS_0068,3,68,0.0564,
DATA_0003_POS_0069,3,69,-0.0396,
DATA_0003_POS_0070,3,70,0.0318,
DATA_0003_POS_0071,3,71,-0.1062,
DATA_0003_POS_0072,3,72,0.1602,
DATA_0003_POS_0073,3,73,0.0584,
DATA_0003_POS_0074,3,74,0.0616,
DATA_0003_POS_0075,3,75,0.0846,
DATA_0003_POS_0076,3,76,-0.0404,
DATA_0003_POS_0077,3,77,-0.0563,
DATA_0003_POS_0078,3,78,0.0694,
DATA_0003_POS_0079,3,79,0.1093,
DATA_0003_POS_0080,3,80,0.3953,
DATA_0003_POS_0081,3,81,0.4073,
DATA_0003_POS_0082,3,82,0.3448,
DATA_0003_POS_0083,3,83,0.3897,
DATA_0003_POS_0084,3,84,0.2355,
DATA_0003_POS_0085,3,85,0.2435,
DATA_0003_POS_0086,3,86,0.391,
DATA_0003_POS_0087,3,87,0.1015,
DATA_0003_POS_0088,3,88,-0.0119,
DATA_0003_POS_0089,3,89,0.1838,
DATA_0003_POS_0090,3,90,0.0395,
DATA_0003_POS_0091,3,91,-0.0265,
DATA_0003_POS_0092,3,92,0.1157,
DATA_0003_POS_0093,3,93,-0.0681,
DATA_0003_POS_0094,3,94,-0.1147,
DATA_0003_POS_0095,3,95,-0.0868,
DATA_0003_POS_0096,3,96,0.3573,
DATA_0003_POS_0097,3,97,0.2251,
DATA_0003_POS_0098,3,98,0.1445,
DATA_0003_POS_0099,3,99,-0.0158,
DATA_0003_POS_0100,3,100,0.0796,
DATA_0003_POS_0101,3,101,0.0292,
DATA_0003_POS_0102,3,102,-0.0829,
DATA_0003_POS_0103,3,103,-0.0085,
DATA_0003_POS_0104,3,104,0.0333,
DATA_0003_POS_0105,3,105,0.0589,
DATA_0003_POS_0106,3,106,0.1548,
DATA_0003_POS_0107,3,107,0.0345,
DATA_0003_POS_0108,3,108,-0.0004,
DATA_0003_POS_0109,3,109,0.1955,
DATA_0003_POS_0110,3,110,0.1108,
DATA_0003_POS_0111,3,111,0.1273,
DATA_0003_POS_0112,3,112,0.1527,
DATA_0003_POS_0113,3,113,-0.0131,
DATA_0003_POS_0114,3,114,0.1939,
DATA_0003_POS_0115,3,115,0.0849,
DATA_0003_POS_0116,3,116,-0.1071,
DATA_0003_POS_0117,3,117,-0.0161,
DATA_0003_POS_0118,3,118,0.0183,
DATA_0003_POS_0119,3,119,0.0612,
DATA_0003_POS_0120,3,120,0.0597,
DATA_0003_POS_0121,3,121,0.0648,
DATA_0003_POS_0122,3,122,0.0628,
DATA_0003_POS_0123,3,123,0.0415,
DATA_0003_POS_0124,3,124,0.0612,
DATA_0003_POS_0125,3,125,0.249,
DATA_0003_POS_0126,3,126,0.1058,
DATA_0003_POS_0127,3,127,0.32,
DATA_0003_POS_0128,3,128,0.2055,
DATA_0003_POS_0129,3,129,0.4674,
DATA_0003_POS_0130,3,130,0.6233,
DATA_0003_POS_0131,3,131,0.5039,
DATA_0003_POS_0132,3,132,0.1284,
DATA_0003_POS_0133,3,133,0.2312,
DATA_0003_POS_0134,3,134,0.2655,
DATA_0003_POS_0135,3,135,0.1549,
DATA_0003_POS_0136,3,136,0.1579,
DATA_0003_POS_0137,3,137,0.1673,
DATA_0003_POS_0138,3,138,-0.0831,
DATA_0003_POS_0139,3,139,-0.0448,
DATA_0003_POS_0140,3,140,0.1534,
DATA_0003_POS_0141,3,141,-0.1731,
DATA_0003_POS_0142,3,142,0.0965,
DATA_0003_POS_0143,3,143,-0.0272,
DATA_0003_POS_0144,3,144,-0.359,
DATA_0003_POS_0145,3,145,-0.1639,
DATA_0003_POS_0146,3,146,-0.8491,
DATA_0003_POS_0147,3,147,-0.1183,
DATA_0003_POS_0148,3,148,0.2727,
DATA_0003_POS_0149,3,149,0.3421,
DATA_0003_POS_0150,3,150,0.1556,
DATA_0003_POS_0151,3,151,0.2491,
DATA_0003_POS_0152,3,152,-0.2334,
DATA_0003_POS_0153,3,153,-0.145,
DATA_0003_POS_0154,3,154,-0.1688,
DATA_0003_POS_0155,3,155,-0.0151,
DATA_0003_POS_0156,3,156,0.0762,
DATA_0003_POS_0157,3,157,0.067,
DATA_0003_POS_0158,3,158,0.1683,
DATA_0003_POS_0159,3,159,0.0938,
DATA_0003_POS_0160,3,160,-0.2257,
DATA_0003_POS_0161,3,161,-0.1901,
DATA_0003_POS_0162,3,162,0.3882,
DATA_0003_POS_0163,3,163,-0.0208,
DATA_0003_POS_0164,3,164,-0.134,
DATA_0003_POS_0165,3,165,0.0934,
DATA_0003_POS_0166,3,166,0.0372,
DATA_0003_POS_0167,3,167,0.0842,
DATA_0003_POS_0168,3,168,0.2312,
DATA_0003_POS_0169,3,169,-0.0522,
DATA_0003_POS_0170,3,170,0.1763,
DATA_0003_POS_0171,3,171,0.0262,
DATA_0003_POS_0172,3,172,0.0708,
DATA_0003_POS_0173,3,173,0.0093,
DATA_0003_POS_0174,3,174,0.0197,
DATA_0003_POS_0175,3,175,0.102,
DATA_0003_POS_0176,3,176,-0.3742,
DATA_0003_POS_0177,3,177,-0.463,
DATA_0003_POS_0178,3,178,-0.2149,
DATA_0003_POS_0179,3,179,-0.0445,
DATA_0003_POS_0180,3,180,-0.1265,
DATA_0003_POS_0181,3,181,-0.0254,
DATA_0003_POS_0182,3,182,0.2069,
DATA_0003_POS_0183,3,183,0.233,
DATA_0003_POS_0184,3,184,0.1149,
DATA_0003_POS_0185,3,185,0.3882,
DATA_0003_POS_0186,3,186,0.286,
DATA_0003_POS_0187,3,187,0.3837,
DATA_0003_POS_0188,3,188,0.4836,
DATA_0003_POS_0189,3,189,0.3212,
DATA_0003_POS_0190,3,190,0.1739,
DATA_0003_POS_0191,3,191,0.0335,
DATA_0004_POS_0000,4,0,0.0475,
DATA_0004_POS_0001,4,1,0.0477,
DATA_0004_POS_0002,4,2,-0.0362,
DATA_0004_POS_0003,4,3,0.0683,
DATA_0004_POS_0004,4,4,-0.097,
DATA_0004_POS_0005,4,5,-0.1015,
DATA_0004_POS_0006,4,6,0.0848,
DATA_0004_POS_0007,4,7,0.0502,
DATA_0004_POS_0008,4,8,-0.0555,
DATA_0004_POS_0009,4,9,0.1437,
DATA_0004_POS_0010,4,10,-0.1176,
DATA_0004_POS_0011,4,11,-0.1793,
DATA_0004_POS_0012,4,12,-0.0391,
DATA_0004_POS_0013,4,13,-0.5402,
DATA_0004_POS_0014,4,14,0.2764,
DATA_0004_POS_0015,4,15,-0.352,
DATA_0004_POS_0016,4,16,-0.0172,
DATA_0004_POS_0017,4,17,-0.0601,
DATA_0004_POS_0018,4,18,-0.0514,
DATA_0004_POS_0019,4,19,-0.1191,
DATA_0004_POS_0020,4,20,-0.1612,
DATA_0004_POS_0021,4,21,-0.2383,
DATA_0004_POS_0022,4,22,-0.3533,
DATA_0004_POS_0023,4,23,-0.7067,
DATA_0004_POS_0024,4,24,-0.0793,
DATA_0004_POS_0025,4,25,-0.0027,
DATA_0004_POS_0026,4,26,-0.0488,
DATA_0004_POS_0027,4,27,0.7017,
DATA_0004_POS_0028,4,28,0.2693,
DATA_0004_POS_0029,4,29,-0.8388,
DATA_0004_POS_0030,4,30,-0.0222,
DATA_0004_POS_0031,4,31,-1.2156,
DATA_0004_POS_0032,4,32,-0.0464,
DATA_0004_POS_0033,4,33,0.0734,
DATA_0004_POS_0034,4,34,0.045,
DATA_0004_POS_0035,4,35,0.05,
DATA_0004_POS_0036,4,36,0.1804,
DATA_0004_POS_0037,4,37,0.2133,
DATA_0004_POS_0038,4,38,0.0631,
DATA_0004_POS_0039,4,39,-0.0811,
DATA_0004_POS_0040,4,40,0.1514,
DATA_0004_POS_0041,4,41,0.0033,
DATA_0004_POS_0042,4,42,0.063,
DATA_0004_POS_0043,4,43,-0.13,
DATA_0004_POS_0044,4,44,-0.2785,
DATA_0004_POS_0045,4,45,-0.4291,
DATA_0004_POS_0046,4,46,-0.5155,
DATA_0004_POS_0047,4,47,-0.7281,
DATA_0004_POS_0048,4,48,-0.1449,
DATA_0004_POS_0049,4,49,0.0311,
DATA_0004_POS_0050,4,50,-0.038,
DATA_0004_POS_0051,4,51,0.1073,
DATA_0004_POS_0052,4,52,-0.0135,
DATA_0004_POS_0053,4,53,-0.0436,
DATA_0004_POS_0054,4,54,0.1369,
DATA_0004_POS_0055,4,55,-0.0502,
DATA_0004_POS_0056,4,56,0.0209,
DATA_0004_POS_0057,4,57,0.3369,
DATA_0004_POS_0058,4,58,0.2012,
DATA_0004_POS_0059,4,59,0.3334,
DATA_0004_POS_0060,4,60,0.5277,
DATA_0004_POS_0061,4,61,0.497,
DATA_0004_POS_0062,4,62,-0.1704,
DATA_0004_POS_0063,4,63,0.0399,
DATA_0004_POS_0064,4,64,-0.0186,
DATA_0004_POS_0065,4,65,0.0653,
DATA_0004_POS_0066,4,66,0.0482,
DATA_0004_POS_0067,4,67,-0.1063,
DATA_0004_POS_0068,4,68,0.0375,
DATA_0004_POS_0069,4,69,0.0147,
DATA_0004_POS_0070,4,70,-0.0726,
DATA_0004_POS_0071,4,71,0.0011,
DATA_0004_POS_0072,4,72,0.0854,
DATA_0004_POS_0073,4,73,-0.01,
DATA_0004_POS_0074,4,74,0.0695,
DATA_0004_POS_0075,4,75,0.0713,
DATA_0004_POS_0076,4,76,0.065,
DATA_0004_POS_0077,4,77,0.0214,
DATA_0004_POS_0078,4,78,0.0972,
DATA_0004_POS_0079,4,79,0.0802,
DATA_0004_POS_0080,4,80,-0.0882,
DATA_0004_POS_0081,4,81,0.0945,
DATA_0004_POS_0082,4,82,0.2665,
DATA_0004_POS_0083,4,83,0.3862,
DATA_0004_POS_0084,4,84,0.3309,
DATA_0004_POS_0085,4,85,0.0249,
DATA_0004_POS_0086,4,86,0.1201,
DATA_0004_POS_0087,4,87,-0.0014,
DATA_0004_POS_0088,4,88,-0.0319,
DATA_0004_POS_0089,4,89,0.085,
DATA_0004_POS_0090,4,90,0.0176,
DATA_0004_POS_0091,4,91,0.0114,
DATA_0004_POS_0092,4,92,-0.0047,
DATA_0004_POS_0093,4,93,-0.0327,
DATA_0004_POS_0094,4,94,-0.0532,
DATA_0004_POS_0095,4,95,-0.3449,
DATA_0004_POS_0096,4,96,0.0857,
DATA_0004_POS_0097,4,97,0.0162,
DATA_0004_POS_0098,4,98,-0.0277,
DATA_0004_POS_0099,4,99,-0.2139,
DATA_0004_POS_0100,4,100,-0.1008,
DATA_0004_POS_0101,4,101,-0.1017,
DATA_0004_POS_0102,4,102,-0.2455,
DATA_0004_POS_0103,4,103,-0.146,
DATA_0004_POS_0104,4,104,-0.1378,
DATA_0004_POS_0105,4,105,-0.2016,
DATA_0004_POS_0106,4,106,-0.0794,
DATA_0004_POS_0107,4,107,-0.0589,
DATA_0004_POS_0108,4,108,-0.1141,
DATA_0004_POS_0109,4,109,-0.019,
DATA_0004_POS_0110,4,110,-0.0435,
DATA_0004_POS_0111,4,111,0.0126,
DATA_0004_POS_0112,4,112,-0.0875,
DATA_0004_POS_0113,4,113,-0.0075,
DATA_0004_POS_0114,4,114,-0.1552,
DATA_0004_POS_0115,4,115,-0.028,
DATA_0004_POS_0116,4,116,0.0612,
DATA_0004_POS_0117,4,117,-0.0412,
DATA_0004_POS_0118,4,118,0.0247,
DATA_0004_POS_0119,4,119,0.0282,
DATA_0004_POS_0120,4,120,0.0915,
DATA_0004_POS_0121,4,121,0.0517,
DATA_0004_POS_0122,4,122,0.0495,
DATA_0004_POS_0123,4,123,0.169,
DATA_0004_POS_0124,4,124,0.0923,
DATA_0004_POS_0125,4,125,0.1225,
DATA_0004_POS_0126,4,126,0.2273,
DATA_0004_POS_0127,4,127,0.1774,
DATA_0004_POS_0128,4,128,0.2136,
DATA_0004_POS_0129,4,129,-0.1583,
DATA_0004_POS_0130,4,130,0.3914,
DATA_0004_POS_0131,4,131,-0.0849,
DATA_0004_POS_0132,4,132,-0.0192,
DATA_0004_POS_0133,4,133,0.0332,
DATA_0004_POS_0134,4,134,-0.2563,
DATA_0004_POS_0135,4,135,-0.1838,
DATA_0004_POS_0136,4,136,0.0397,
DATA_0004_POS_0137,4,137,-0.3776,
DATA_0004_POS_0138,4,138,-0.2029,
DATA_0004_POS_0139,4,139,-0.1941,
DATA_0004_POS_0140,4,140,-0.2578,
DATA_0004_POS_0141,4,141,-0.0957,
DATA_0004_POS_0142,4,142,0.0383,
DATA_0004_POS_0143,4,143,0.1193,
DATA_0004_POS_0144,4,144,-0.784,
DATA_0004_POS_0145,4,145,-0.7864,
DATA_0004_POS_0146,4,146,-0.943,
DATA_0004_POS_0147,4,147,-0.37,
DATA_0004_POS_0148,4,148,-0.264,
DATA_0004_POS_0149,4,149,-0.0986,
DATA_0004_POS_0150,4,150,-0.2657,
DATA_0004_POS_0151,4,151,-0.063,
DATA_0004_POS_0152,4,152,-0.119,
DATA_0004_POS_0153,4,153,-0.0475,
DATA_0004_POS_0154,4,154,0.2333,
DATA_0004_POS_0155,4,155,0.0157,
DATA_0004_POS_0156,4,156,-0.1299,
DATA_0004_POS_0157,4,157,-0.1054,
DATA_0004_POS_0158,4,158,0.0253,
DATA_0004_POS_0159,4,159,0.1243,
DATA_0004_POS_0160,4,160,-0.0313,
DATA_0004_POS_0161,4,161,0.1534,
DATA_0004_POS_0162,4,162,-0.1614,
DATA_0004_POS_0163,4,163,0.0769,
DATA_0004_POS_0164,4,164,-0.0433,
DATA_0004_POS_0165,4,165,-0.156,
DATA_0004_POS_0166,4,166,-0.0293,
DATA_0004_POS_0167,4,167,-0.2176,
DATA_0004_POS_0168,4,168,-0.0613,
DATA_0004_POS_0169,4,169,0.1959,
DATA_0004_POS_0170,4,170,0.0956,
DATA_0004_POS_0171,4,171,0.1534,
DATA_0004_POS_0172,4,172,-0.2374,
DATA_0004_POS_0173,4,173,-0.1902,
DATA_0004_POS_0174,4,174,0.2056,
DATA_0004_POS_0175,4,175,0.1347,
DATA_0004_POS_0176,4,176,0.0477,
DATA_0004_POS_0177,4,177,0.3064,
DATA_0004_POS_0178,4,178,0.0055,
DATA_0004_POS_0179,4,179,0.0796,
DATA_0004_POS_0180,4,180,0.2775,
DATA_0004_POS_0181,4,181,-0.0286,
DATA_0004_POS_0182,4,182,0.0137,
DATA_0004_POS_0183,4,183,0.034,
DATA_0004_POS_0184,4,184,-0.111,
DATA_0004_POS_0185,4,185,-0.0732,
DATA_0004_POS_0186,4,186,-0.0339,
DATA_0004_POS_0187,4,187,-0.0662,
DATA_0004_POS_0188,4,188,-0.2285,
DATA_0004_POS_0189,4,189,-0.1237,
DATA_0004_POS_0190,4,190,-0.0651,
DATA_0004_POS_0191,4,191,-0.0245,
